Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish,,
goWanderingHordeCount,UI,Menu,,,Wandering Horde Frequency,,Wandering Horde Frequenz,Frequência Wandering Horde,Wandering Horde Fréquence,Wandering Orda di frequenza,さすらいの大群頻度,방황 호드 주파수,Wandering Horde Częstotliwość,Frequência Wandering Horde,Блуждающая Орда Частота,Dolaşan Horde Frekansı,流浪部落频率,流浪部落頻率,Errante horda de frecuencia
perkBrawlerRank1LongNewDesc,progression,perk For,,,"Tired of being bullied by the undead? Zombies can't bite if you knock their damn teeth out! Craft quality 2 poor knuckled weapons and deal 10% more damage with fists. Punches to the head negate infection ability.\nUnlocks scrap iron knuckles crafting.",,"Müde von den Untoten gemobbt? Zombies können nicht beißen, wenn Sie ihre verdammten Zähne knock out! Craft Qualität 2 arme knuckled Waffen und 10% mehr Schaden mit Fäusten. Schläge auf den Kopf negate Ansteckungsfähigkeit.\nUnlocks Schrott Knöchel anfertigt.","Cansado de ser intimidado pelos mortos-vivos? Zombies não pode morder se você bater os dentes malditas fora! qualidade Craft 2 pobres armas knuckled e tratar 10% a mais de dano com os punhos. Socos na capacidade de infecção cabeça negate.\nDesbloqueia desfazer os nós dos dedos de ferro artesanato.","Fatigué d'être victime d'intimidation par les morts-vivants? Zombies ne peuvent pas mordre si vous frappez leurs dents fichues dehors! la qualité de l'artisanat 2 armes pauvres et infligent 10 jointures% de dégâts à coups de poing. Coups de poing à la tête negate capacité d'infection.\nDéverrouille la ferraille phalanges de fer artisanat.","Stanco di essere vittima di bullismo da non morti? Zombies non possono mordere se battete i denti maledetti fuori! qualità Craft 2 povere armi nocche e trattare il 10% in più di danni con i pugni. Pugni alla capacità infezione testa negate.\nSblocca rottami di ferro nocche di crafting.","アンデッドでいじめのはうんざり？あなたは自分の気の歯をノックアウト場合ゾンビはかむことができません！クラフト品質2つの貧しいナックル武器や拳で10％以上ダメージを与えます。ヘッドネゲート感染能力にパンチ。\nアンロックは、クラフト鉄ナックルをスクラップ。","언데드에 의해 괴롭힘의 피곤 한가? 당신이 그들의 빌어 먹을 이빨을 노크하면 좀비는 물지 않을 수 있습니다! 공예 품질이 개 좋지 너클 무기와 주먹으로 10 % 더 많은 피해를 준다. 헤드 무효화 감염 능력을 펀치.\n잠금 해제는 공예 철 주먹을 스크랩.","Zmęczony zastraszany przez nieumarłych? Zombies nie może gryźć, jeśli wbić swoje cholerne zęby! Jakość Craft 2 Zły knuckled broń i zajmować 10% więcej obrażeń z pięściami. Stemple do możliwości zakażenia głowy negować.\nUnlocków złom kostki żelaza rzemieślniczych.","Cansado de ser intimidado pelos mortos-vivos? Zombies não pode morder se você bater os dentes malditas fora! qualidade Craft 2 pobres armas knuckled e tratar 10% a mais de dano com os punhos. Socos na capacidade de infecção cabeça negate.\nDesbloqueia desfazer os nós dos dedos de ferro artesanato.","Устали от издеваются нежитью? Зомби не может укусить, если вы стучите их чертовы зубы! качество Craft 2 бедные суставов оружия и дело 10% больше урона с кулаками. Пробивает способность инфекции головы нивелирует.\nОтпираю лом черных металлов суставов крафта.","ölümsüzlerden tarafından zorbalık olma yorgun? Onların lanet dişlerini nakavt eğer Zombiler ısıramazsın! Zanaat kaliteli 2 kötü knuckled silah ve yumruklarıyla% 10 daha fazla hasar verir. Kafa negate enfeksiyon yeteneğine yumruklar.\nAçıyorsa işçiliği demir eklemlerini hurda.","厌倦了被亡灵被欺负？如果你敲他们该死的出牙僵尸不能咬！工艺质量差2级指节的武器和处理拳头增加10％的伤害。拳头否定感染的能力。\n解锁废铁节各具特色。","厭倦了被亡靈被欺負？如果你敲他們該死的出牙殭屍不能咬！工藝質量差2指節的武器和處理拳頭增加10％的傷害。拳頭否定感染的能力。\n解鎖廢鐵節各具特色。","Cansado de ser acosado por los no muertos? Los zombis no pueden morder si usted golpea los dientes malditas! Quality Craft 2 armas nudillos pobres y tratar el 10% más de daño con los puños. Golpes en la capacidad de infección por la cabeza cambiar signo.\nDesbloquea chatarra nudillos de hierro que hacen a mano."
perkBrawlerRank3LongNewDesc,progression,perk For,,,"All the fighting and scrapping has added up and you are a real slugger now. Craft quality 4 good knuckle weapons and deal 30% more damage with fists. Power attacks to the head have a 20% chance to knock down your opponent.\nUnlocks iron knuckles crafting.",,"Alle Kämpfe und Verschrottung hinzugefügt und Sie sind ein echter Schläger jetzt. Craft Qualität 4 gute Knöchel Waffen und 30% mehr Schaden mit Fäusten. Mach Angriffe auf den Kopf haben eine Chance von 20%, den Gegner zu klopfen.\nUnlocks Eisen Knöchel anfertigt.","Toda a luta e demolição adicionou-se e você é um verdadeiro slugger agora. qualidade Craft 4 boas armas junta e tratar 30% a mais de dano com os punhos. ataques de energia para a cabeça tem uma chance de 20% para derrubar seu oponente.\njuntas de ferro desbloqueia elaboração.","Tous les combats et mise au rebus a ajouté et vous êtes un vrai cogneur maintenant. la qualité de l'artisanat 4 bonnes armes de poing américains et traiter 30% de dégâts à coups de poing. attaques de puissance à la tête ont une chance de 20% de frapper votre adversaire.\njarrets de fer déverrouille artisanat.","Tutti i combattimenti e rottamazione ha aggiunto e sei un vero slugger ora. qualità Craft 4 armi nocca buoni e trattare il 30% più danni con i pugni. attacchi di potenza alla testa hanno una probabilità del 20% di abbattere l'avversario.\nnocche ferro Sblocca lavorazione.","すべての戦闘や廃棄は加算しており、あなたは今、本当の強打者です。クラフト品質4つの良いナックル武器や拳で30％以上ダメージを与えます。頭部への電力の攻撃は相手をノックダウンする20％のチャンスがあります。\nクラフトロックを解除アイアンナックル。","전투 및 폐기 모두 합산하고 이제 진정한 슬러거입니다. 공예 품질 4 개 좋은 너클 무기와 주먹으로 30 % 더 많은 피해를 준다. 머리에 전원 공격은 상대를 허물고 20 %의 확률을 가지고있다.\n잠금 해제 철의 주먹은 공예.","Wszystkie walki i złomowanie dodała i jesteś prawdziwym slugger teraz. Jakość rzemiosła 4 dobre bronie golonka i zajmują 30% więcej obrażeń z pięściami. Ataki moc do głowy mają 20% szans, aby powalić przeciwnika.\nOdblokowuje kostki żelaza rzemiosła.","Toda a luta e demolição adicionou-se e você é um verdadeiro slugger agora. qualidade Craft 4 boas armas junta e tratar 30% a mais de dano com os punhos. ataques de energia para a cabeça tem uma chance de 20% para derrubar seu oponente.\njuntas de ferro desbloqueia elaboração.","Все боевые и слом добавили и вы настоящий Отбивающие в настоящее время. качество Craft 4 хороший кулак оружия и дело 30% больше урона с кулаками. Сила атаки на голове имеют 20% шанс сбить противника.\nОтпирает железные суставы крафта.","mücadele ve hurdaya Tüm yukarı ekledi ve artık gerçek bir aslanım vardır. Zanaat kalitesi 4 iyi mafsal silah ve yumruklarıyla% 30 daha fazla hasar verir. kafasına Güç saldırıları rakibin yıkmak% 20 şansı var.\nKilitlenmesi demir boğumlar işçiliği.","所有的战斗和报废增添了，你是一个真正的猛男了。工艺质量4.良好的关节武器和处理拳头增加30％的伤害。功耗攻击到头部有20％的几率击倒对手。\n解锁铁关节各具特色。","所有的戰鬥和報廢增添了，你是一個真正的猛男了。工藝質量4.良好的關節武器和處理拳頭增加30％的傷害。功耗攻擊到頭部有20％的機率擊倒對手。\n解鎖鐵關節各具特色。","Toda la lucha y ha añadido desguace y que son un verdadero bateador ahora. la calidad artesanal 4 buenas armas y tratar de nudillo 30% más de daño con los puños. ataques de alimentación a la cabeza tienen una probabilidad del 20% para derribar a su oponente.\nnudillos de hierro Desbloquea elaboración."
perkDeepCutsRank1LongNewDesc,progression,perk Agi,,,"You might have a dull blade but you know how to use it. Craft quality 2 poor knives and deal 10% more damage. You can inflict up to 3 Bleeding Wounds on an enemy and a power attack inflicts 2. Every attack refreshes the duration on bleeding. Enemies run 10% slower while bleeding.\nUnlocks scrap machete crafting.",,"Sie könnten eine stumpfe Klinge haben, aber Sie wissen, wie es zu benutzen. Craft Qualität 2 schlechtes Messer und Deal 10% mehr Schaden. Sie können auf Blutungen bis zu 3 blutende Wunden auf einen Gegner und einen Leistungs Angriff zufügt 2. Jeder Angriff erfrischt die Dauer verursachen. Feinde laufen 10% langsamer, während Blutungen.\nUnlocks Schrott Machete Crafting.","Você pode ter uma lâmina cega, mas você sabe como usá-lo. qualidade Craft 2 facas pobres e negócio de 10% mais dano. Você pode infligir até 3 feridas sangrando em um inimigo e um ataque poder inflige 2. atualizada a cada ataque a duração de sangramento. Inimigos correm 10% mais lento, enquanto o sangramento.\nDesbloqueia sucata elaboração facão.","Vous pourriez avoir une lame émoussée mais vous savez comment l'utiliser. qualité artisanale 2 couteaux pauvres et beaucoup 10% de dégâts. Vous pouvez infliger jusqu'à 3 Bleeding blessures sur un ennemi et un Inflige d'attaque de puissance 2. Chaque attaque de la durée sur rafraîchit le saignement. Ennemis courent 10% plus lente pendant que le saignement.\nDéverrouille la ferraille craft machette.","Si potrebbe avere una lama smussata, ma si sa come usarlo. qualità Craft 2 coltelli poveri e trattare il 10% in più di danni. È possibile infliggere fino a 3 ferite sanguinanti su un nemico e un attacco di potere infligge 2. rinfresca attacco Ogni la durata sul sanguinamento. Nemici corrono il 10% più lento, mentre il sanguinamento.\nSblocca rottami di crafting machete.","あなたは鈍い刃を持っているかもしれないが、あなたはそれを使用する方法を知っています。クラフト品質2本の貧しいナイフと10％以上ダメージを与えます。あなたは敵とパワーアタック下す2.すべての攻撃が更新出血の期間に3つの出血傷まで負わせることができます。敵は出血しながら、より低速の10％を実行します。\nアンロックはマチェーテクラフトをスクラップ。","당신은 무딘 칼날을 가질 수 있지만, 당신은 그것을 사용하는 방법을 알고있다. 공예 품질이 좋지 나이프와 거래 10 % 더 많은 피해. 당신은 적을 및 전원 공격 주었을 2. 모든 공격 새로 고침 출혈의 기간에 3 출혈 상처까지 입힐 수 있습니다. 출혈 동안 적들은 느린 10 %를 실행합니다.\n잠금 해제는 칼 공예를 스크랩.","Można mieć tępym ostrzem, ale wiesz, jak go używać. Jakość Craft 2 Zły noże i sprawa 10% więcej obrażeń. Można zadać maksymalnie 3 krwawiących ran na wroga i atak moc Zadaje 2. Każdy atak na odświeża czas trwania krwawienia. Wrogów uruchomić 10% mniejsza, gdy krew.\nUnlocków złom maczetę Crafting.","Você pode ter uma lâmina cega, mas você sabe como usá-lo. qualidade Craft 2 facas pobres e negócio de 10% mais dano. Você pode infligir até 3 feridas sangrando em um inimigo e um ataque poder inflige 2. atualizada a cada ataque a duração de sangramento. Inimigos correm 10% mais lento, enquanto o sangramento.\nDesbloqueia sucata elaboração facão.","Вы можете иметь тусклое лезвие, но вы знаете, как использовать его. качество Craft 2 плохие ножи и сделки 10% больше урона. Вы можете нанести до 3 кровоточащих ран на враге и атака Мощности Наносит 2. Каждое нападение освежает продолжительность на кровотечение. Враги запустить 10% медленнее, в то время как кровотечение.\nОтпираю лом мачете крафта.","Bir donuk bıçak olabilir ama bunu nasıl kullanacağımı biliyorum. Zanaat kaliteli 2 kötü bıçaklar ve anlaşma% 10 daha fazla hasar. Sen bir düşman ve bir güç saldırı uğratan 2. Her saldırı yenilendiğinde kanama üzerindeki süresi 3 Kanama Yaralar kadar indirebilmek. Kanama düşmanları yavaş% 10 çalıştırın.\nAçıyorsa pala işçiliği hurda.","你可能有一个钝剑，但你知道如何使用它。工艺质量差2刀和交易增加10％的伤害。你可以造成高达3个流血的伤口上的敌人和动力攻击目标造成2.每个攻击刷新对出血时间。敌人跑10％的速度较慢，而出血。\n解锁报废弯刀各具特色。","你可能有一個鈍劍，但你知道如何使用它。工藝質量差2刀和交易增加10％的傷害。你可以造成高達3流血的傷口上的敵人和動力攻擊目標造成2.每個攻擊刷新對出血時間。敵人跑10％的速度較慢，而出血。\n解鎖報廢彎刀各具特色。","Es posible que tenga una cuchilla sin filo, pero usted sabe cómo usarlo. Quality Craft 2 cuchillos pobres y acuerdo de 10% más de daño. Puede causar hasta 3 heridas sangrantes en un enemigo y un poder de ataque inflige 2. actualiza cada ataque de la duración de la hemorragia. Enemigos corren un 10% más lento, mientras que el sangrado.\nDesbloquea chatarra elaboración machete."
perkDeepCutsRank3LongNewDesc,progression,perk Agi,,,"You are a cut above the rest. Craft quality 4 good knives and deal 30% more damage. You can inflict up to 5 Bleeding Wounds on an enemy and a power attack inflicts 4. Glancing blows have a 40% chance to cause 1 Bleeding Wound. Enemies run 15% slower while bleeding.\nUnlocks hunting knife crafting.",,"Sie sind ein Schnitt über dem Rest. Craft Qualität 4 gutes Messer und 30% mehr Schaden zu. Sie können bis zu 5 blutende Wunden auf einen Gegner und einen Leistungs Angriff zufügt 4. Gestreifte Treffer eine Chance von 40% verursachen 1 blutende Wunde zuzufügen. Feinde laufen 15% langsamer, während Blutungen.\nUnlocks Messer Crafting Jagd.","Você é um corte acima do resto. qualidade Craft 4 bons facas e tratar 30% mais dano. Você pode infligir até 5 feridas sangrando sobre um inimigo e um inflige o poder de ataque 4. golpes olhando pra ter uma chance de 40% para causar uma ferida que sangra. Inimigos correm 15% mais lento, enquanto o sangramento.\nDesbloqueia faca de caça elaboração.","Vous êtes un cran au-dessus du reste. qualité artisanale 4 bons couteaux et infligent des dégâts de 30%. Vous pouvez infliger jusqu'à 5 plaies saignantes sur un ennemi et un Inflige d'attaque de puissance 4. qu'érafler ont une chance de 40% pour provoquer 1 saignement des plaies. Ennemis courent 15% plus lente pendant que le saignement.\nDéverrouille chasse couteau. Craft","Tu sei un taglio sopra il resto. qualità Craft 4 buone coltelli e trattare il 30% in più di danni. È possibile infliggere fino a 5 ferite sanguinanti su un nemico e un attacco infligge potere 4. colpi dando un'occhiata hanno una probabilità del 40% di causare 1 Ferita sanguinante. Nemici corrono il 15% più lento, mentre il sanguinamento.\nSblocca la lama di caccia di crafting.","あなたは残りの上のカットです。クラフト品質4本の良いナイフと30％より多くのダメージを与えます。あなたは4かすめる打撃は1つの出血傷を引き起こす40％のチャンスがある5つの出血敵に傷やパワーアタック下すまで与えることができます。敵は出血しながら、より遅い15％を実行します。\nナイフクラフト狩りロックを解除します。","당신은 나머지는 위의 컷입니다. 공예 품질 4 좋은 나이프와 30 % 더 많은 피해를 준다. 당신은 4 반짝이기는하지만 타격 1 개 출혈 상처가 발생하는 40 %의 확률로 5 출혈 적의에 상처와 전원 공격 고행까지 입힐 수 있습니다. 출혈 동안 적들은 느린 15 %를 실행합니다.\n칼 공예 사냥 잠금을 해제합니다.","Jesteś górować nad resztą. jakości Craft 4 dobre noże i zajmują 30% więcej obrażeń. Można zadać maksymalnie 5 krwawiących ran na wroga a Zadaje ataku moc 4. spoglądając ciosy mają 40% szansy na spowodowanie 1 Krwawienie rany. Wrogów uruchomić 15% mniejsza, gdy krew.\nUnlocków polowanie nóż Crafting.","Você é um corte acima do resto. qualidade Craft 4 bons facas e tratar 30% mais dano. Você pode infligir até 5 feridas sangrando sobre um inimigo e um inflige o poder de ataque 4. golpes olhando pra ter uma chance de 40% para causar uma ferida que sangra. Inimigos correm 15% mais lento, enquanto o sangramento.\nDesbloqueia faca de caça elaboração.","Вы на голову выше остальных. качество Craft 4 хороших ножей и дело 30% больше урона. Вы можете нанести до 5 кровоточащих ран на враг и атаку Мощности Наносит 4. Скользящих удары имеют 40% шанс нанести 1 кровоточащую рану. Враги работать на 15% медленнее, в то время как кровотечение.\nОтпирает охотничий нож крафта.","Sen yukarıda kalan bir kesim vardır. Zanaat kalitesi 4 iyi bıçaklar ve% 30 daha fazla hasar verir. Sen 4. Bakışları darbeler 1 Kanama Yara neden% 40 şansı var 5 Kanama bir düşman üzerinde Yaralar ve bir güç saldırı uğratan kadar indirebilmek. Kanama sırasında Düşmanlar yavaş% 15 çalıştırın.\nBıçak işçiliği av açıyorsa.","你是上面休息削减。工艺质量4.良好的刀和处理更多的30％的伤害。你可以造成高达上的敌人5个流血的伤口和动力攻击目标造成4扫视打击有40％的几率造成1个流血的伤口。敌人跑15％的速度较慢，而出血。\n解锁猎刀各具特色。","你是上面休息削減。工藝質量4.良好的刀和處理更多的30％的傷害。你可以造成高達上的敵人5流血的傷口和動力攻擊目標造成4掃視打擊有40％的機率造成1流血的傷口。敵人跑15％的速度較慢，而出血。\n解鎖獵刀各具特色。","Usted es un corte por encima del resto. calidad artesanal 4 buenos cuchillos y tratar el 30% más de daño. Puede causar hasta 5 heridas sangrantes en un enemigo y un poder de ataque inflige 4. golpes de refilón tienen una probabilidad del 40% para causar 1 herida sangrante. Enemigos correr 15% más lento, mientras que el sangrado.\nDesbloqueos de caza elaboración cuchillo."
rScrapIronLogSpike5,blocks,Trap,,,R Iron Log Spike 5,,Verstärktes Eisen – spitzer Stamm 5,Pincho de tronco de hierro reforzado 5,Pieu en rondin de fer renforcé 5,Palo appuntito di ferro rinforzato 5,強化鉄ログスパイク5,R 철제 통가시 5,Żelazo wzmacniane — kolec w kłodzie 5,R Espinho de Tronco de Ferro 5,Шип из закаленного железа 5,Dikenli Güçlendirilmiş Demir Sopa 5,加固铁木钉 5,加強鐵園木釘 5,Pincho de tronco de hierro reforzado 5
rWoodLogSpike2,blocks,Trap,,,Reinforced Wood Log Spike 2,,Verstärktes Holz – spitzer Stamm 2,Pincho de tronco de madera reforzada 2,Pique en rondin de bois renforcée 2,Palo appuntito di legno rinforzato 2,強化木材ログスパイク2,강화형 목재 통가시 2,Drewno wzmacniane — kolec w kłodzie 2,Espinho de Tronco de Madeira Reforçada 2,Шип из армированного дерева 2,Dikenli Güçlendirilmiş Tahta Kütük 2,加固原木钉 2,加強圓木釘 2,Pincho de tronco de madera reforzada 2
rWoodMetalLogSpike3,blocks,Trap,,,Reinforced Wood Metal Log Spike 3,,Metallverstärktes Holz – spitzer Stamm 3,Pincho de tronco de metal y madera reforzado 3,Pique en rondin de bois et métal renforcée 3,Palo appuntito di legno rinforzato con metallo 3,金属補強木材ログスパイク3,강화형 목재 금속 통가시 3,Drewno wzmacniane — metalowy kolec w kłodzie 3,Espinho de Tronco de Madeira e Metal Reforçados 3,Шип из армированного дерева и металла 3,Dikenli Güçlendirilmiş Tahta Metal Sopa 3,金属加固原木钉 3,伍德合金圓木釘 3,Pincho de tronco de metal y madera reforzado 3
scrapIronLogSpike4,blocks,Trap,,,Iron Log Spike,,Spitzer Eisenstamm,Pincho de tronco de hierro,Pique en rondin de fer,Palo appuntito di ferro,鉄材ログスパイク,철제 통가시,Żelazo — kolec w kłodzie,Espinho de Tronco de Ferro,Шип из железа,Dikenli Demir Sopa,铁木钉,鐵園木釘,Pincho de tronco de hierro
steelLogSpike6,blocks,Trap,,,Steel Log Spike 6,,Spitzer Stahlstamm 6,Pincho de tronco de acero 6,Pique en rondin d'acier 6,Palo appuntito di acciaio 6,鉄鋼ログスパイク6,강철 통가시 6,Stal — kolec w kłodzie 6,Espinho de Tronco de Aço,Шип из стали 6,Dikenli Çelik Sopa 6,钢木钉 6,鋼園木釘 6,Pincho de tronco de acero 6
woodLogSpike1,blocks,Trap,,,Wood Log Spike,,Spitzer Holzstamm,Pinchos de troncos de madera,Pieu en rondin de bois,Palo appuntito di legno,木製ログスパイク,목재 통가시 함정,Drewno — kolec w kłodzie,Espinho de Tronco de Madeira,Шип из дерева,Dikenli Tahta Kütük,原木钉,圓木釘,Pinchos de troncos de madera
woodLogSpike1Desc,blocks,Trap,,,"Log spike traps can damage, cripple, even kill enemies and last longer than spike traps. Place them using the secondary action. (Upgradable)",,"Fallen mit spitzen Stämmen können Gegnern schaden, sie lähmen und sogar töten. Sie halten länger als Stachelfallen. Platziere sie mit der sekundären Aktion. (Aufwertbar)","Las trampas de pinchos de troncos pueden dañar, lesionar e incluso matar a los enemigos, y duran más que las trampas de pinchos. Colócalas usando la acción secundaria. (Mejorable)","Les pièges avec des pieux en rondin peuvent infliger des dégâts à vos ennemis, voire les handicaper ou les tuer. Ils durent plus longtemps que les pièges avec des pieux. Placez-les à l'aide de la touche d'action secondaire. (Améliorable)","Le trappole con pali appuntiti di legno possono danneggiare, menomare e persino uccidere la maggior parte dei nemici. Posizionale usando l'azione secondaria. (Migliorabile)",ログスパイクのトラップは、敵にダメージを与える、動きを止める、さらにはキルすることも可能です。スパイクトラップよりも長持ちします。第二アクションを使用することでこれらを設置することができます。（アップグレード可能）,"통가시 트랩은 가시 트랩보다 적에게 더 큰 피해를 주며, 무력화 및 처치할 수 있으며 더 오래 지속됩니다. 보조 행동을 사용해 배치할 수 있습니다. (업그레이드 가능)","Pułapki w postaci kolców kłodzie ranią, okulawiają, a nawet zabijają wrogów i są wytrzymalsze niż pułapki z kolcami. Aby je rozmieścić, wykonaj akcję pomocniczą. (możliwość ulepszenia)","As armadilhas de espinhos de tronco podem causar dano, aleijar, matar inimigos e duram mais tempo do que armadilhas de espinhos. Use a ação secundária para posicioná-las. (Melhorável)","Ловушки с шипами могут нанести урон врагам, покалечить их или даже убить. Они действуют дольше, чем ловушки с кольями. Размещайте их с помощью дополнительного действия. (Можно улучшить)","Dikenli kütük tuzaklar düşmanların çoğuna hasar verebilir, onları sakat bırakabilir, hatta öldürebilir ve dikenli tuzaklardan daha dayanıklıdır. İkincil eylemi kullanarak bunları yerleştirebilirsin. (Yükseltilebilir)",原木钉陷阱可造成伤害并致残，甚至能杀死敌人。持续时间比钉子陷阱长。使用辅助动作来放置。（不可升级）,園木釘陷阱會傷害、削弱甚至殺死大多數敵人，且傷害時常比釘子陷阱更爲持久。使用輔助動作放置。可升級。,"Las trampas de pinchos de troncos pueden dañar, lesionar e incluso matar a los enemigos, y duran más que las trampas de pinchos. Colócalas usando la acción secundaria. (Mejorable)"
